ReviewID,CustomerID,ProductID,ReviewDate,Rating,ReviewText,SentimentScore,SentimentCategory,SentimentBucket,RatingCategory
286,53,16,5/4/2023,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,Strong Positive,High
287,75,6,2/14/2025,5,"I  love  this  product,  will    buy  again!",0.6696,Positive,Strong Positive,High
288,68,17,6/21/2024,5,"Excellent  product,  highly  recommend!",0.7773,Positive,Strong Positive,High
289,87,15,10/4/2023,5,Customer  support  was    very  helpful.,0.6997,Positive,Strong Positive,High
290,20,14,9/23/2024,2,"Average  experience,  nothing  special.",-0.3089,Negative,Negative,Low
291,17,7,12/6/2025,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,Strong Positive,High
292,15,7,10/19/2025,5,Customer  support  was  very  helpful.,0.6997,Positive,Strong Positive,High
293,25,13,2/14/2023,3,Not  worth    the  money.,-0.1695,Mixed Negative,Negative,Neutral
294,63,13,11/9/2023,3,Not  worth  the  money.,-0.1695,Mixed Negative,Negative,Neutral
295,61,6,10/13/2024,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,Negative,Neutral
296,85,18,12/13/2023,4,The    quality  is  top-notch.,0,Positive,Positive,High
297,92,16,8/6/2023,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,Negative,Neutral
298,41,15,6/13/2025,4,Five  stars  for  the  quick  delivery.,0,Positive,Positive,High
299,93,13,2/1/2024,1,Product  did  not  meet  my  expectations.,0,Negative,Positive,Low
300,22,18,5/9/2023,2,Disappointed  with  the  performance.,-0.4767,Negative,Negative,Low
301,6,7,5/30/2023,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,Strong Positive,High
302,64,19,10/8/2024,5,The  quality  is  top-notch.,0,Positive,Positive,High
303,20,10,4/25/2024,4,"Great  purchase,  very  satisfied.",0.8016,Positive,Strong Positive,High
304,66,14,2/1/2023,3,"Average    experience,  nothing  special.",-0.3089,Mixed Negative,Negative,Neutral
305,87,7,8/25/2023,4,Customer  support  was  very  helpful.,0.6997,Positive,Strong Positive,High
306,52,8,7/19/2025,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,Negative,Neutral
307,63,16,1/8/2025,5,Exceeded  my  expectations!,0,Positive,Positive,High
308,90,14,4/2/2023,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,Positive,High
309,70,11,2/2/2023,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,Positive,Neutral
310,40,1,11/30/2024,5,Exceeded  my  expectations!,0,Positive,Positive,High
311,52,11,11/14/2023,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,Positive,High
312,90,3,11/5/2023,2,The  product  arrived  late.,0,Negative,Positive,Low
313,13,3,1/14/2024,4,"I    love  this  product,  will  buy  again!",0.6696,Positive,Strong Positive,High
314,22,17,10/6/2025,2,Product  did  not  meet  my  expectations.,0,Negative,Positive,Low
315,32,7,6/13/2025,4,The  quality  is  top-notch.,0,Positive,Positive,High
316,48,4,8/15/2025,5,Five  stars  for  the  quick    delivery.,0,Positive,Positive,High
317,15,6,8/4/2023,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,Negative,Neutral
318,97,4,12/15/2023,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,Positive,High
319,86,6,12/11/2024,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,Positive,High
320,79,17,2/24/2023,4,The  quality  is  top-notch.,0,Positive,Positive,High
321,58,12,4/17/2024,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,Positive,High
322,76,13,12/1/2024,4,"Great    purchase,  very  satisfied.",0.8016,Positive,Strong Positive,High
323,47,4,4/24/2023,4,Shipping  was    fast  and  the  item  was  well-packaged.,0,Positive,Positive,High
324,89,5,7/8/2024,4,Shipping  was  fast  and  the  item    was  well-packaged.,0,Positive,Positive,High
325,78,6,4/17/2023,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,Positive,High
326,17,14,6/15/2024,4,The  quality  is  top-notch.,0,Positive,Positive,High
327,95,8,8/25/2023,4,The  quality  is  top-notch.,0,Positive,Positive,High
328,100,13,2/20/2024,2,Not  worth  the  money.,-0.1695,Negative,Negative,Low
329,6,9,12/7/2024,3,The  quality  is  top-notch.,0,Neutral,Positive,Neutral
330,22,14,3/18/2023,4,The  quality  is  top-notch.,0,Positive,Positive,High
331,68,4,8/17/2023,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,Strong Positive,High
332,2,10,11/6/2024,5,The  build  quality  is  impressive.,0.5106,Positive,Strong Positive,High
333,87,5,6/2/2024,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,Strong Positive,High
334,70,9,4/14/2025,5,Five  stars  for  the  quick    delivery.,0,Positive,Positive,High
335,75,14,3/12/2024,5,"Great  purchase,  very  satisfied.",0.8016,Positive,Strong Positive,High
336,8,8,2/7/2024,2,The  product  arrived  late.,0,Negative,Positive,Low
337,32,19,5/22/2024,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,Negative,Neutral
338,98,4,1/22/2023,2,The  product  arrived  late.,0,Negative,Positive,Low
339,38,2,1/11/2025,5,Exceeded  my    expectations!,0,Positive,Positive,High
340,95,17,9/16/2025,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,Strong Positive,High
341,62,3,11/4/2024,2,Not  worth  the  money.,-0.1695,Negative,Negative,Low
342,19,4,6/15/2025,4,The  build  quality  is  impressive.,0.5106,Positive,Strong Positive,High
343,84,4,4/13/2025,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,Negative,Neutral
344,21,10,11/2/2025,3,Not  worth  the  money.,-0.1695,Mixed Negative,Negative,Neutral
345,48,4,7/24/2024,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,Strong Positive,High
346,84,15,6/27/2025,5,The  build  quality  is  impressive.,0.5106,Positive,Strong Positive,High
347,75,16,8/19/2025,1,Disappointed    with  the  performance.,-0.4767,Negative,Negative,Low
348,52,13,3/5/2024,2,Not  worth  the  money.,-0.1695,Negative,Negative,Low
349,26,11,11/19/2024,3,"I  love  this  product,  will  buy  again!",0.6696,Mixed Positive,Strong Positive,Neutral
350,57,6,8/22/2025,3,Not    worth  the  money.,-0.1695,Mixed Negative,Negative,Neutral
351,55,5,5/2/2023,3,"The  product  is  okay,  but    the  instructions  were  unclear.",-0.2617,Mixed Negative,Negative,Neutral
352,43,11,12/22/2025,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,Negative,Neutral
353,36,15,9/8/2025,5,"Great    purchase,  very  satisfied.",0.8016,Positive,Strong Positive,High
354,50,18,1/3/2024,2,"Average  experience,  nothing  special.",-0.3089,Negative,Negative,Low
355,59,9,3/4/2024,2,"Average  experience,  nothing  special.",-0.3089,Negative,Negative,Low
356,86,14,11/23/2023,1,The  product  arrived  late.,0,Negative,Positive,Low
357,1,3,4/1/2024,4,Five  stars  for  the  quick  delivery.,0,Positive,Positive,High
358,13,15,11/20/2023,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,Negative,Neutral
359,79,15,5/4/2024,5,Amazing  value  for  the  price.,0.7351,Positive,Strong Positive,High
360,33,15,9/9/2025,5,"Excellent  product,  highly  recommend!",0.7773,Positive,Strong Positive,High
361,71,7,2/12/2024,5,"Excellent  product,  highly  recommend!",0.7773,Positive,Strong Positive,High
362,33,11,2/11/2024,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,Negative,Neutral
363,17,15,4/15/2025,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,Positive,High
364,46,8,4/26/2024,5,The  build  quality  is  impressive.,0.5106,Positive,Strong Positive,High
365,90,20,10/24/2025,3,"Good  quality,  but  could  be    cheaper.",0.2382,Mixed Positive,Positive,Neutral
366,46,7,11/14/2023,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,Positive,High
367,96,1,7/2/2024,3,Not  worth  the    money.,-0.1695,Mixed Negative,Negative,Neutral
368,34,8,5/11/2025,1,"Not  satisfied,  the  product  broke  after  a  week.",-0.6288,Negative,Strong Negative,Low
369,48,4,12/19/2024,4,Customer  support  was  very  helpful.,0.6997,Positive,Strong Positive,High
370,73,6,4/13/2023,4,The  quality  is  top-notch.,0,Positive,Positive,High
371,29,1,1/20/2024,2,Product  did  not  meet  my  expectations.,0,Negative,Positive,Low
372,91,6,5/10/2023,4,"I  love  this  product,  will    buy  again!",0.6696,Positive,Strong Positive,High
373,92,14,7/12/2025,1,"Average  experience,  nothing  special.",-0.3089,Negative,Negative,Low
374,89,12,2/8/2023,1,The  product    stopped  working  after  a  month.,-0.2263,Negative,Negative,Low
375,73,4,12/16/2024,5,The  build  quality  is  impressive.,0.5106,Positive,Strong Positive,High
376,38,6,7/3/2023,3,"Good  quality,    but  could  be  cheaper.",0.2382,Mixed Positive,Positive,Neutral
377,77,4,11/29/2023,5,"Excellent  product,  highly  recommend!",0.7773,Positive,Strong Positive,High
378,64,9,3/20/2024,2,The  product  arrived    late.,0,Negative,Positive,Low
379,62,4,1/27/2023,5,The    quality  is  top-notch.,0,Positive,Positive,High
380,52,4,2/23/2024,4,"I  love    this  product,  will  buy  again!",0.6696,Positive,Strong Positive,High
381,45,4,1/24/2024,3,"Good  quality,  but    could  be  cheaper.",0.2382,Mixed Positive,Positive,Neutral
382,38,7,9/3/2023,4,"Good  quality,    but  could  be  cheaper.",0.2382,Positive,Positive,High
383,54,13,9/5/2024,5,Amazing  value  for  the  price.,0.7351,Positive,Strong Positive,High
384,20,3,6/4/2025,3,Not  worth  the  money.,-0.1695,Mixed Negative,Negative,Neutral
385,81,5,6/9/2023,4,Five  stars  for  the  quick  delivery.,0,Positive,Positive,High
386,86,5,4/9/2024,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,Positive,Neutral
387,42,14,3/29/2025,5,Shipping  was  fast  and  the    item  was  well-packaged.,0,Positive,Positive,High
388,99,1,12/10/2025,1,Disappointed  with  the  performance.,-0.4767,Negative,Negative,Low
389,14,2,9/14/2024,5,"Excellent  product,  highly  recommend!",0.7773,Positive,Strong Positive,High
390,30,10,5/22/2023,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,Positive,Neutral
391,98,20,1/5/2024,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,Negative,Neutral
392,93,11,6/29/2023,5,Amazing  value  for  the  price.,0.7351,Positive,Strong Positive,High
393,6,20,4/18/2024,2,Product  did  not  meet  my  expectations.,0,Negative,Positive,Low
394,7,4,10/19/2024,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,Negative,Neutral
395,35,9,4/12/2025,4,The  quality  is  top-notch.,0,Positive,Positive,High
396,75,6,9/12/2025,3,"Good    quality,  but  could  be  cheaper.",0.2382,Mixed Positive,Positive,Neutral
397,11,14,4/23/2024,4,The  quality  is  top-notch.,0,Positive,Positive,High
398,17,7,9/2/2023,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,Strong Positive,High
399,68,1,7/21/2024,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,Negative,Neutral
400,42,10,6/30/2023,3,Not  worth  the  money.,-0.1695,Mixed Negative,Negative,Neutral
401,93,18,4/13/2024,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,Positive,High
402,68,12,12/16/2025,4,The  build  quality  is  impressive.,0.5106,Positive,Strong Positive,High
403,53,14,6/18/2023,3,"Good  quality,  but    could  be  cheaper.",0.2382,Mixed Positive,Positive,Neutral
404,90,7,6/4/2025,4,The  quality  is  top-notch.,0,Positive,Positive,High
405,43,4,9/10/2025,5,Exceeded  my    expectations!,0,Positive,Positive,High
406,11,9,12/15/2025,5,Exceeded  my  expectations!,0,Positive,Positive,High
407,79,11,1/12/2023,2,Disappointed  with  the    performance.,-0.4767,Negative,Negative,Low
408,17,4,12/12/2023,5,The  build  quality  is  impressive.,0.5106,Positive,Strong Positive,High
409,59,19,2/22/2023,5,"I  love  this  product,  will  buy    again!",0.6696,Positive,Strong Positive,High
410,83,1,1/11/2023,1,Product  did  not  meet  my  expectations.,0,Negative,Positive,Low
411,32,15,3/5/2023,3,"The  product  is  okay,  but  the    instructions  were  unclear.",-0.2617,Mixed Negative,Negative,Neutral
412,83,7,5/10/2024,4,Customer  support  was  very  helpful.,0.6997,Positive,Strong Positive,High
413,60,12,8/24/2023,5,The  build  quality  is  impressive.,0.5106,Positive,Strong Positive,High
414,59,14,7/31/2025,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,Strong Positive,High
415,97,8,6/4/2025,2,Disappointed  with  the    performance.,-0.4767,Negative,Negative,Low
416,15,17,4/19/2023,5,The  quality  is  top-notch.,0,Positive,Positive,High
417,9,16,11/28/2024,3,Not  worth  the  money.,-0.1695,Mixed Negative,Negative,Neutral
418,94,2,3/2/2025,1,"Not  satisfied,  the  product  broke  after  a    week.",-0.6288,Negative,Strong Negative,Low
419,68,6,9/1/2025,1,The  color  was  different  from  what  was  shown.,0,Negative,Positive,Low
420,18,11,6/10/2023,5,"I  love  this    product,  will  buy  again!",0.6696,Positive,Strong Positive,High
421,75,13,8/18/2025,5,The  quality  is  top-notch.,0,Positive,Positive,High
422,81,17,9/30/2025,4,The  quality  is  top-notch.,0,Positive,Positive,High
423,76,18,8/1/2023,2,Product  did  not  meet  my  expectations.,0,Negative,Positive,Low
424,53,11,3/21/2024,4,Customer  support  was  very  helpful.,0.6997,Positive,Strong Positive,High
425,89,6,3/4/2025,2,Not  worth  the  money.,-0.1695,Negative,Negative,Low
426,74,17,4/7/2024,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,Positive,High
427,81,11,8/20/2025,4,Five  stars  for  the  quick  delivery.,0,Positive,Positive,High
428,58,9,1/17/2025,5,The  build    quality  is  impressive.,0.5106,Positive,Strong Positive,High
429,71,2,6/8/2023,4,Customer    support  was  very  helpful.,0.6997,Positive,Strong Positive,High
430,99,9,8/3/2025,2,"Average  experience,  nothing  special.",-0.3089,Negative,Negative,Low
431,94,11,2/10/2023,3,Not  worth  the  money.,-0.1695,Mixed Negative,Negative,Neutral
432,31,18,2/14/2025,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,Strong Positive,High
433,72,2,6/11/2025,5,The  quality  is  top-notch.,0,Positive,Positive,High
434,7,18,2/25/2023,5,"Great  purchase,  very  satisfied.",0.8016,Positive,Strong Positive,High
435,65,1,2/28/2023,5,Amazing  value  for  the  price.,0.7351,Positive,Strong Positive,High
436,11,1,1/3/2024,4,Shipping  was  fast    and  the  item  was  well-packaged.,0,Positive,Positive,High
437,73,4,6/24/2023,5,"Excellent  product,  highly  recommend!",0.7773,Positive,Strong Positive,High
438,72,20,9/13/2023,5,Five  stars  for  the  quick  delivery.,0,Positive,Positive,High
439,67,11,11/11/2025,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,Negative,Neutral
440,93,7,7/22/2023,3,Not  worth  the  money.,-0.1695,Mixed Negative,Negative,Neutral
441,12,6,9/3/2023,1,Product  did    not  meet  my  expectations.,0,Negative,Positive,Low
442,28,8,4/6/2025,1,The  product  stopped  working  after  a  month.,-0.2263,Negative,Negative,Low
443,37,13,1/19/2024,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,Positive,Neutral
444,22,16,10/20/2023,5,The  build  quality  is  impressive.,0.5106,Positive,Strong Positive,High
445,25,14,5/27/2023,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,Positive,Neutral
446,84,14,6/10/2025,5,The  quality  is  top-notch.,0,Positive,Positive,High
447,38,2,8/19/2024,4,Shipping    was  fast  and  the  item  was  well-packaged.,0,Positive,Positive,High
448,75,12,12/25/2025,4,"Excellent  product,  highly  recommend!",0.7773,Positive,Strong Positive,High
449,43,14,3/10/2024,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,Positive,High
450,92,4,8/4/2024,5,Amazing  value  for  the  price.,0.7351,Positive,Strong Positive,High
451,68,11,4/18/2023,5,"Excellent  product,  highly  recommend!",0.7773,Positive,Strong Positive,High
452,42,19,8/28/2024,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,Positive,High
453,100,2,4/23/2023,4,Customer  support  was  very  helpful.,0.6997,Positive,Strong Positive,High
454,27,9,9/17/2025,4,Customer  support    was  very  helpful.,0.6997,Positive,Strong Positive,High
455,79,20,7/30/2024,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,Negative,Neutral
456,2,1,1/9/2024,2,Product  did  not  meet  my  expectations.,0,Negative,Positive,Low
457,29,1,12/12/2024,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,Negative,Neutral
458,42,20,7/5/2025,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,Positive,High
459,90,17,6/16/2023,4,Five  stars  for  the  quick  delivery.,0,Positive,Positive,High
460,92,16,8/9/2025,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,Positive,High
461,66,5,10/11/2025,4,The  quality  is  top-notch.,0,Positive,Positive,High
462,85,14,2/2/2023,5,The    build  quality  is  impressive.,0.5106,Positive,Strong Positive,High
463,5,2,11/2/2025,3,"Great  purchase,  very    satisfied.",0.8016,Mixed Positive,Strong Positive,Neutral
464,73,11,5/28/2024,4,"Great  purchase,  very    satisfied.",0.8016,Positive,Strong Positive,High
465,43,12,12/14/2025,1,Disappointed    with  the  performance.,-0.4767,Negative,Negative,Low
466,49,16,2/16/2023,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,Positive,High
467,29,16,7/16/2023,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,Negative,Neutral
468,12,12,1/9/2024,5,"Excellent  product,  highly  recommend!",0.7773,Positive,Strong Positive,High
469,54,13,10/6/2023,4,Customer  support  was  very  helpful.,0.6997,Positive,Strong Positive,High
470,46,1,10/24/2025,4,Customer  support  was  very  helpful.,0.6997,Positive,Strong Positive,High
471,88,4,4/26/2024,5,The  quality  is  top-notch.,0,Positive,Positive,High
472,69,8,12/5/2024,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,Positive,High
473,7,19,8/3/2024,1,The  product  arrived  late.,0,Negative,Positive,Low
474,47,20,5/31/2025,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,Positive,Neutral
475,74,20,4/18/2023,4,The  quality  is  top-notch.,0,Positive,Positive,High
476,54,10,12/12/2023,4,Customer  support    was  very  helpful.,0.6997,Positive,Strong Positive,High
477,91,10,4/25/2025,4,The    quality  is  top-notch.,0,Positive,Positive,High
478,79,6,7/23/2023,5,The  build  quality  is  impressive.,0.5106,Positive,Strong Positive,High
479,7,13,12/28/2024,4,Customer  support  was  very  helpful.,0.6997,Positive,Strong Positive,High
480,90,9,7/22/2023,5,"Great  purchase,  very  satisfied.",0.8016,Positive,Strong Positive,High
481,21,2,12/2/2024,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,Positive,High
482,49,10,7/11/2025,5,Amazing  value  for  the  price.,0.7351,Positive,Strong Positive,High
483,28,20,6/29/2024,2,The  product  arrived  late.,0,Negative,Positive,Low
484,36,10,8/22/2023,1,The  product  arrived  late.,0,Negative,Positive,Low
485,66,18,6/10/2025,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,Strong Positive,High
486,44,3,1/20/2024,3,Not  worth  the  money.,-0.1695,Mixed Negative,Negative,Neutral
487,78,3,5/1/2025,1,I  had  a  bad  experience  with  this  product.,-0.5423,Negative,Strong Negative,Low
488,89,12,2/24/2025,5,Exceeded  my  expectations!,0,Positive,Positive,High
489,15,8,11/9/2023,4,Five  stars    for  the  quick  delivery.,0,Positive,Positive,High
490,46,11,7/5/2025,4,Five  stars  for  the  quick  delivery.,0,Positive,Positive,High
491,59,6,6/22/2023,4,"Great  purchase,  very  satisfied.",0.8016,Positive,Strong Positive,High
492,94,20,3/19/2025,2,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Negative,Negative,Low
493,26,2,7/16/2024,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,Strong Positive,High
494,2,13,5/25/2025,5,Five  stars  for  the  quick  delivery.,0,Positive,Positive,High
495,56,7,4/26/2023,4,Customer  support  was  very  helpful.,0.6997,Positive,Strong Positive,High
496,87,1,1/29/2024,5,Exceeded  my  expectations!,0,Positive,Positive,High
497,90,6,2/21/2024,4,Customer  support  was  very  helpful.,0.6997,Positive,Strong Positive,High
498,81,17,1/17/2025,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,Negative,Neutral
499,72,6,8/26/2024,4,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,Positive,High
500,57,9,12/20/2025,2,Not  worth  the  money.,-0.1695,Negative,Negative,Low
501,39,12,12/1/2023,4,Customer  support  was    very  helpful.,0.6997,Positive,Strong Positive,High
502,5,1,11/10/2025,2,Product    did  not  meet  my  expectations.,0,Negative,Positive,Low
503,5,16,7/3/2024,2,Product  did  not  meet    my  expectations.,0,Negative,Positive,Low
504,35,8,1/18/2024,4,Five  stars  for  the  quick  delivery.,0,Positive,Positive,High
505,82,2,7/11/2024,5,"Great  purchase,  very  satisfied.",0.8016,Positive,Strong Positive,High
506,80,8,10/19/2025,2,"Average  experience,    nothing  special.",-0.3089,Negative,Negative,Low
507,66,3,12/10/2024,3,Customer  support    was  very  helpful.,0.6997,Mixed Positive,Strong Positive,Neutral
508,64,14,1/19/2025,3,"Good  quality,  but  could  be    cheaper.",0.2382,Mixed Positive,Positive,Neutral
509,5,11,5/25/2024,5,The  quality  is  top-notch.,0,Positive,Positive,High
510,20,6,11/5/2024,4,"Great  purchase,  very  satisfied.",0.8016,Positive,Strong Positive,High
511,55,15,4/1/2025,1,Not    worth  the  money.,-0.1695,Negative,Negative,Low
512,11,1,1/15/2025,3,Shipping  was  fast  and  the  item  was  well-packaged.,0,Neutral,Positive,Neutral
513,21,3,11/9/2025,5,Amazing  value    for  the  price.,0.7351,Positive,Strong Positive,High
514,72,15,6/18/2023,2,"Average  experience,  nothing  special.",-0.3089,Negative,Negative,Low
515,89,3,12/6/2024,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,Negative,Neutral
516,46,18,1/3/2025,4,The  quality    is  top-notch.,0,Positive,Positive,High
517,29,4,3/30/2024,5,"Great  purchase,  very    satisfied.",0.8016,Positive,Strong Positive,High
518,17,12,4/27/2024,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,Positive,High
519,58,4,3/6/2023,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,Negative,Neutral
520,63,1,8/24/2024,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,Positive,Neutral
521,47,5,3/31/2024,2,Product  did  not  meet  my  expectations.,0,Negative,Positive,Low
522,8,10,8/4/2023,1,Product    did  not  meet  my  expectations.,0,Negative,Positive,Low
523,8,12,12/7/2023,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,Positive,High
524,27,4,9/1/2025,4,The  quality  is  top-notch.,0,Positive,Positive,High
525,1,1,11/23/2023,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,Strong Positive,High
526,74,3,5/20/2025,3,"Good    quality,  but  could  be  cheaper.",0.2382,Mixed Positive,Positive,Neutral
527,27,14,7/3/2024,3,Not  worth    the  money.,-0.1695,Mixed Negative,Negative,Neutral
528,81,16,11/9/2024,5,Five  stars  for  the  quick  delivery.,0,Positive,Positive,High
529,19,11,5/5/2025,4,Five  stars    for  the  quick  delivery.,0,Positive,Positive,High
530,48,10,11/24/2025,5,"Great  purchase,  very  satisfied.",0.8016,Positive,Strong Positive,High
531,65,3,7/21/2024,5,Exceeded  my  expectations!,0,Positive,Positive,High
532,6,6,5/30/2023,5,The  quality  is  top-notch.,0,Positive,Positive,High
533,92,6,4/6/2024,4,The  quality  is  top-notch.,0,Positive,Positive,High
534,41,2,7/2/2025,4,"Great  purchase,  very  satisfied.",0.8016,Positive,Strong Positive,High
535,85,13,3/25/2023,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,Strong Positive,High
536,33,19,12/29/2024,2,Not  worth  the  money.,-0.1695,Negative,Negative,Low
537,8,9,3/11/2023,4,Shipping  was  fast  and  the  item    was  well-packaged.,0,Positive,Positive,High
538,29,16,11/12/2025,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,Positive,High
539,74,17,12/2/2024,4,The  quality  is  top-notch.,0,Positive,Positive,High
540,28,18,12/9/2025,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,Positive,Neutral
541,73,20,8/8/2025,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,Strong Positive,High
542,49,5,7/11/2023,1,"Not    satisfied,  the  product  broke  after  a  week.",-0.6288,Negative,Strong Negative,Low
543,64,17,10/31/2023,5,The  build  quality  is  impressive.,0.5106,Positive,Strong Positive,High
544,65,6,10/29/2023,5,The  quality  is  top-notch.,0,Positive,Positive,High
545,45,13,6/11/2024,4,Customer  support  was  very  helpful.,0.6997,Positive,Strong Positive,High
546,33,1,11/14/2024,5,Exceeded  my  expectations!,0,Positive,Positive,High
547,28,11,5/28/2024,1,The  product  arrived  late.,0,Negative,Positive,Low
548,40,12,1/11/2023,5,Amazing  value  for  the  price.,0.7351,Positive,Strong Positive,High
549,73,15,4/6/2025,4,Five  stars  for  the  quick    delivery.,0,Positive,Positive,High
550,51,12,10/7/2024,3,Shipping  was  fast  and  the  item  was  well-packaged.,0,Neutral,Positive,Neutral
551,45,2,4/17/2025,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,Positive,Neutral
552,68,1,7/28/2023,4,"Great  purchase,  very  satisfied.",0.8016,Positive,Strong Positive,High
553,60,20,4/26/2025,5,Customer  support  was  very  helpful.,0.6997,Positive,Strong Positive,High
554,18,1,8/16/2024,2,The  product  arrived  late.,0,Negative,Positive,Low
555,69,18,11/24/2025,5,Customer  support  was  very  helpful.,0.6997,Positive,Strong Positive,High
556,91,6,1/4/2025,4,"Great  purchase,  very  satisfied.",0.8016,Positive,Strong Positive,High
557,55,10,7/28/2024,3,"Great  purchase,    very  satisfied.",0.8016,Mixed Positive,Strong Positive,Neutral
558,83,13,2/11/2025,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,Strong Positive,High
559,46,12,5/16/2024,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,Strong Positive,High
560,24,6,11/8/2024,5,Exceeded  my  expectations!,0,Positive,Positive,High
561,6,5,2/27/2025,1,The  product  stopped  working  after  a  month.,-0.2263,Negative,Negative,Low
562,41,5,2/25/2024,3,Not  worth  the  money.,-0.1695,Mixed Negative,Negative,Neutral
563,86,13,2/27/2025,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,Positive,High
564,9,12,10/13/2025,5,Customer  support  was  very  helpful.,0.6997,Positive,Strong Positive,High
565,60,20,6/30/2024,1,"Terrible  customer  service,  would  not    buy  again.",-0.4767,Negative,Negative,Low
566,89,10,8/15/2025,4,Five    stars  for  the  quick  delivery.,0,Positive,Positive,High
567,78,16,2/21/2024,5,Shipping  was  fast  and  the  item  was  well-packaged.,0,Positive,Positive,High
568,17,13,8/4/2024,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,Strong Positive,High
569,58,9,7/17/2024,5,Exceeded  my    expectations!,0,Positive,Positive,High
570,50,15,4/29/2025,4,Customer  support  was  very  helpful.,0.6997,Positive,Strong Positive,High
571,2,8,10/15/2024,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,Negative,Neutral
